title,authors,cover_url,description,tags,source_url
"Brief to the House of Commons Committee on Broadcasting, Films and Assistance to the Arts","Canadian Association for Adult Education; Canada. Parliament. House of Commons. Standing Committee on Broadcasting, Films and Assistance to the Arts",,,Television,http://books.google.com/books?id=zBFRHQAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
Reforming the Presidential Nominating Process,Lisa K. Parshall,http://books.google.com/books/content?id=O2JgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The 2020 presidential selection process is already underway. As the political parties finalize their nominating rules and the states jostle for an advantageous contest date, potential challengers are being identified and sized up by party insiders. Once again, media and popular attention will be disproportionately focused on the candidates’ performance in the first and earliest of the state nominating contests—and on how quickly the sequence of primaries and caucuses winnows the field and identifies the presumptive nominees. But what are the implications of a sequential and front-loaded nominating calendar that gives some voters outsized influence while leaving many others with a constrained choice—or no choice—in the selection of their party’s presidential nominee? Reforming the Presidential Nominating Process: Front-Loading's Consequences and the National Primary Solution critiques the contemporary nominating process from the perspective of voters and their right to effectively participate in their parties’ selection of a presidential nominee. Employing both a common-sense and legal, rights-based framework to invite a constitutionally grounded conversation on the legitimacy of the current presidential nominating process, Lisa K. Parshall argues that timing of participation in the nomination goes hand-in-hand with the right to choose a candidate and the fairest way to restore the promise of meaningful and timely participation for all voters is by adopting a same-day national primary. Viewed from the party membership perspective, this work illuminates the fundamental interests at stake that should be considered in any potential reform of the presidential nominating system.",Political Science,https://play.google.com/store/books/details?id=O2JgDwAAQBAJ&source=gbs_api
Elijah the Prophet (Classic Reprint),William M. Taylor,http://books.google.com/books/content?id=FzP6sgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Excerpt from Elijah the Prophet Now, these two deities, Baal, the male, and Ashtaroth, the female, represented the fertilizing and productive principle in nature, and their worship was that of power. To the more cultivated and refined, it was simply a species of Pan theism; to the multitude, it was what one has called the worship of deified abundance, under a splendid and sensu ous ceremonial or, as Maurice has put it, The worship of Baal was the worship of power as distinguished from right eousness.t Hence, the apostasy of Ahab in giving up the personal Jehovah, the covenant God of Israel, and the cre ator and preserver of all things, and preferring Baal, was analogous to, if not, indeed, precisely identical with, the mod ern heresy of those who discard a personal God, and refuse to believe in him who is a loving father, while they deify nat ure under the name of law. Thus this old history has a special appropriateness to the present time, and we may prof itably ponder for a little the record of the manner in which the efforts of Ahab were counteracted and neutralized. The introduction of Baal-worship into Israel was part of a deliberate plan on the part of Ahab. He wished to strength en himself to the fullest extent against his Syrian enemies, while, at the same time, he developed the material resources of his country by an alliance with the Zidonians, who held the sea-board. If he could only succeed in welding Israel and Zidon together, he felt that he could defy the dynasty of Damascus, and look forward to a time of great prosperity from a participation in the unrivaled commerce of the Phoe nicians. But there is no unifying in uence so strong as that of religion. Hence he determined to carry the nation over bodily into the Zidonian worship; and, as the first step in that direction, he allied himself to the royal house of Zidon. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.""",Religion,http://books.google.com/books?id=FzP6sgEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Lost Valley of Iskander,Robert E. Howard,http://books.google.com/books/content?id=0pR-CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This early work by Robert E. Howard was originally published in the 20th century and we are now republishing it with a brand new introductory biography. 'The Lost Valley of Iskander' is a story in the El Borak series where El Borak discovers the Greek descendants of Alexander the Great. Robert Ervin Howard was born in Peaster, Texas in 1906. During his youth, his family moved between a variety of Texan boomtowns, and Howard - a bookish and somewhat introverted child - was steeped in the violent myths and legends of the Old South. At fifteen Howard began to read the pulp magazines of the day, and to write more seriously. The December 1922 issue of his high school newspaper featured two of his stories, 'Golden Hope Christmas' and 'West is West'. In 1924 he sold his first piece - a short caveman tale titled 'Spear and Fang' - for $16 to the not-yet-famous Weird Tales magazine. Howard's most famous character, Conan the Cimmerian, was a barbarian-turned-King during the Hyborian Age, a mythical period of some 12,000 years ago. Conan featured in seventeen Weird Tales stories between 1933 and 1936 which is why Howard is now regarded as having spawned the 'sword and sorcery' genre. The Conan stories have since been adapted many times, most famously in the series of films starring Arnold Schwarzenegger.",Fiction,https://play.google.com/store/books/details?id=0pR-CgAAQBAJ&source=gbs_api
The Grey Cloak,Harold Macgrath,http://books.google.com/books/content?id=_k0wzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A man enveloped in a handsome grey cloak groped through a dark alley which led into the fashionable district of the Rue de Béthisy. From time to time he paused, with a hand to his ear, as if listening. Satisfied that the alley was deserted save for his own presence, he would proceed, hugging the walls. The cobbles were icy, and scarce a moment passed in which he did not have to struggle to maintain his balance. The door of a low tavern opened suddenly, sending a golden shaft of light across the glistening pavement and casting a brilliant patch on the opposite wall. With the light came sounds of laughter and quarreling and ringing glasses. The man laid his hand on his sword, swore softly, and stepped back out of the blinding glare. The flash of light revealed a mask which left visible only the lower half of his face. Men wearing masks were frequently subjected to embarrassing questions; and this man was determined that no one should question him to-night. He waited, hiding in the shadow.",finance,http://books.google.com/books?id=_k0wzgEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
Reading Wonders Leveled Reader A New Bear in the Forest: Approaching Unit 3 Week 1 Grade 4,DONALD BEAR; McGraw-Hill,http://books.google.com/books/content?id=cHHzswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,Language Arts & Disciplines,http://books.google.com/books?id=cHHzswEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Nature of Photographs,Stephen Shore,http://books.google.com/books/content?id=eEjsRQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Nature of Photographs is an essential primer of how to look at and understand photographs, by one of the world's most influential photographers, Stephen Shore. In this book, Shore explores ways of understanding photographs from all periods and all types - from iconic images to found photographs, from negatives to digital files. This books serves as an indispensable tool for students, teachers and everyone who wants to take better pictures or learn to look at them in a more informed way.",Photography,http://books.google.com/books?id=eEjsRQAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Shuttle,Frances Hodgson Burnett,http://books.google.com/books/content?id=RxpCzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"No man knew when the Shuttle began its slow and heavy weaving from shore to shore, that it washeld and guided by the great hand of Fate. Fate alone saw the meaning of the web it wove, the mightof it, and its place in the making of a world's history. Men thought but little of either web orweaving, calling them by other names and lighter ones, for the time unconscious of the strength ofthe thread thrown across thousands of miles of leaping, heaving, grey or blue ocean.Fate and Life planned the weaving, and it seemed mere circumstance which guided the Shuttle toand fro between two worlds divided by a gulf broader and deeper than the thousands of miles ofsalt, fierce sea-the gulf of a bitter quarrel deepened by hatred and the shedding of brothers' blood.Between the two worlds of East and West there was no will to draw nearer. Each held apart. Thosewho had rebelled against that which their souls called tyranny, having struggled madly and shedblood in tearing themselves free, turned stern backs upon their unconquered enemies, broke allcords that bound them to the past, flinging off ties of name, kinship and rank, beginning with fiercedisdain a new life.Those who, being rebelled against, found the rebels too passionate in their determination and toodesperate in their defence of their strongholds to be less than unconquerable, sailed back haughtilyto the world which seemed so far the greater power. Plunging into new battles, they added newconquests and splendour to their land, looking back with something of contempt to the half-savageWest left to build its own civilisation without other aid than the strength of its own strong righthand and strong uncultured brain.But while the two worlds held apart, the Shuttle, weaving slowly in the great hand of Fate, drewthem closer and held them firm, each of them all unknowing for many a year, that what had at firstbeen mere threads of gossamer, was forming a web whose strength in time none could compute, whose severance could be accomplished but by tragedy and convulsion",finance,http://books.google.com/books?id=RxpCzgEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Identities of Persons,Amélie Rorty,http://books.google.com/books/content?id=1HcYf7uLCyAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In this volume, thirteen philosophers contribute new essays analyzing the criteria for personal identity and their import on ethics and the theory of action: it presents contemporary treatments of the issues discussed in Personal Identity, edited by John Perry (University of California Press, 1975).",Philosophy,http://books.google.com/books?id=1HcYf7uLCyAC&dq=the&hl=&as_pt=BOOKS&source=gbs_api
Those Who Made It,John C. Tibbetts,http://books.google.com/books/content?id=gDPeCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"What was it like to work behind the scenes, away from the spotlight's glare, in Hollywood's so-called Golden Age? The interviews in this book provide eye-witness accounts from the likes of Steven Spielberg and Terry Gilliam, to explore the creative decisions that have shaped some of Classical Hollywood's most-loved films.",Performing Arts,https://play.google.com/store/books/details?id=gDPeCgAAQBAJ&source=gbs_api
Tales of the Fays,Marie-Catherine D'Aulnoy,http://books.google.com/books/content?id=7wplvwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This two-volume collection assembles all the known tales of the fays published by Marie-Catherine Le Jumel de Barneville, Baronne d'Aulnoy (1651-1705). From the early 1690s onwards, Madame d'Aulnoy was an active member of a literary salon where she and the Comtesse de Murat became the most prolific contributors to the new genre of the contes de fees, which they helped invent, shape and develop. Like almost all of the other members of her coterie, she became a renegade female aristocrat writing tales for the select consumption of other renegade female aristocrats about a world the corrupt glamour of which they understood only too well, with a depth of sarcasm that the innocent could not be expected to comprehend. One should regard Madame d'Aulnoy and the Comtesse de Murat as significant writers of Decadent fantasy, and one wonders what they might have done had they been allowed to continue with their work. Given that both had extraordinary imaginative range, it is hard to imagine that they would have run out of inspiration, had they not been violently stopped in their tracks. We have to be grateful that they contrived to publish as much as they did during their brief window of opportunity, leaving behind fugitive material that could be recovered once the worst of the repression had blown over. Considered separately Madame d'Aulnoy and the Comtesse de Murat were great writers of imaginative fiction, but as a competitive collective, they are unique in literary history, and it is as part of that collective endeavor that Madame d'Aulnoy is fully entitled to her classic status today.",Fiction,http://books.google.com/books?id=7wplvwEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
Quantrill and the Border Wars (Classic Reprint),William Elsey Connelley,http://books.google.com/books/content?id=dxhmswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Excerpt from Quantrill and the Border Wars By stormy conventions the two ideas of the destiny of our common country were reconciled in our growth to the Mississippi. Newly bound and hedged about, they were ﬂung upon the soil of Missouri. But the compromise of a principle is a crime, and the feeble barriers set by time-serving statesmen became tense and strained. The advance-guard of a higher national life burst them asunder and emerged upon the Great Plains. There the contest to maintain itself became a grapple for the existence of the government, and ended in civil war. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",finance,http://books.google.com/books?id=dxhmswEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
"Ours : Annals of 10th Regiment, Massachusetts Volunteers in the Rebellion",Joseph Keith Newell,http://books.google.com/books/content?id=Hz53EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Reprint of the original, first published in 1875. The Antigonos publishing house specialises in the publication of reprints of historical books. We make sure that these works are made available to the public in good condition in order to preserve their cultural heritage.",Fiction,http://books.google.com/books?id=Hz53EQAAQBAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Great Law and the Longhouse,William Nelson Fenton,http://books.google.com/books/content?id=MayEQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An in-depth survey of Iroquois culture and history This masterful summary represents a major synthesis of the history and culture of the Six Nations from the mid-sixteenth century to the Canandaigua treaty of 1794. William N. Fenton, renowned as the dean of Iroquoian studies, draws on primary sources, in both French and English to create a readable narrative and an invaluable reference for all future scholars of Iroquois polity. Central to Fenton's study is the tradition of the Great Law, still practiced today by the conservative Iroquois. It is sustained by celebrations of the condolence ceremony when participants mourn a dead chief and install his successor for life on good behavior. This ritual act, reaching back to the dawn of history, maintained the League of the Iroquois, the legendary form of government that gave way over time to the Iroquois Confederacy.",Condolence Ceremony (Iroquois rite),http://books.google.com/books?id=MayEQgAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Evidences of the Christian Religion,Joseph Addison,http://books.google.com/books/content?id=31MaQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This historic book may have numerous typos and missing text. Purchasers can download a free scanned copy of the original book (without typos) from the publisher. Not indexed. Not illustrated. 1764. Excerpt: ... THE EVIDENCES 0 F T H E CHRISTIAN RELIGION. WITH Additional Discourses ON THE FOLLOWING SUBJECTS, VIZ. Of God, and his Attributes. The Power and Wisdom of God in the Creation. The Providence of God. The Worship of Gob. Advantages of Revelation ahove Natural Reason. Excellency of the Chr I s T I An Ins T ITUT Ion. Dignity of the Scripture Language; Against Atheism and Infidelity. Against the Modern Fr E E-th Injc Ers. Immortality of the Soul, and a f Ujat State. 'death and Judgment '. Collected from theWritings of The Right Hon. Josr'SK 'add'isov, Esii; Th&Sev-mh.Eo4Ti, N Jjc'argJ, -PREFACE. THE character of Mr. Addison and bis writings, for justness of thought, strength of reasoning, and purity of style, is too well establilhed to need a recommendation; but their greatest ornament, and that which gives a lustre to all the rest, is his appearing, throughout, a zealous advocate for virtue and religion, against profanenefs and infidelity. And because his excellent discourses upon those subjects lie dispersed among his other writings, and are by that means not so generally known and read as they deserve, it was judged to be no unseasonable service to religion at this time, to move the Bookseller to publish them together in a distinct volume; in hopes, that the politeness and beauty peculiar to Mr. AddiSon's writings would make their way to persons of a superior character and a more liberal education; and, that as they come from the hands of a layman, they may be the more readily received and considered by young gentlemen, as a proper manual of religion. Our modern sceptics and infidels are great pretenders to reason and philosophy, and are willing to have it thought that none who are really possessed of those talents, can easily assent to the truth of Chri.",History,http://books.google.com/books?id=31MaQQAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Covered Wagon,Emerson Emerson Hough,http://books.google.com/books/content?id=72LPtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Loves and hates, bravery and cowardice, the first pioneers carried with them in the early days of the opening of the great west. In this vigorous novel Emerson Hough has written a remarkable story of the men and women who, in their ""covered wagons,"" dared the perils and adventures of the Oregon trail. Those days live again in his pages, with the love of Molly Wingate and Will Banion lending a delightful atmosphere of romance.",finance,http://books.google.com/books?id=72LPtAEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Tarot Directory,Isabella Drayson,http://books.google.com/books/content?id=HWgszgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Discover the mystery and power of tarot with this expansive directory. In The Tarot Directory, learn to understand the history and process of tarot reading. A powerful mystical tool, the tarot's imagery is a symbolic universal language that you can quickly learn to understand, and which will unlock your own innate psychic potential. From learning how to use and care for your deck to getting to know each individual card and their meanings, everything you need to become an expert in tarot lies with in these pages. Learn to read the cards individually and together to create infinite combinations of meanings and predictions. Satisfy your curiosity of the future and learn that tarot is about understanding the decisions you or others make. Perfect for beginners, tarot is a great place to begin learning about divination. This gorgeous book is a full guide to get you started on your journey with tarot reading. Make sense of your life, and your friends' lives, by learning to understand what the future may hold. Originally published in 2015 as The Key to Tarot. The Spiritual Directories series offers concise handbooks on a variety of spiritual and new age subjects. Written by experts in their fields in easy-to-understand language and beautifully presented in a visually driven format, the directories are essential guides for beginners. With practical and simple step-by-step instructions, you'll discover how to interpret the secret languages of the universe to create a happy and positive future for yourself and others. Other titles in this series: Astrology Directory, Chakra Directory, Crystal Directory, Fortune Telling Directory, Spirit Animal Directory,","Body, Mind & Spirit",http://books.google.com/books?id=HWgszgEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Song of Roland,,http://books.google.com/books/content?id=DyeNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A contemporary prose rendering of the great medieval French epic, The Song of Roland is as canonical and significant as the Anglo-Saxon Beowulf. It extols the chivalric ideals in the France of Charlemagne through the exploits of Charlemagne's nephew, the warrior Roland, who fights bravely to his death in a legendary battle. Against the bloody backdrop of the struggle between Christianity and Islam, The Song of Roland remains a vivid portrayal of medieval life, knightly adventure, and feudal politics. The first great literary works of a culture are its epic chronicles, those that create simple hero-figures about whom the imagination of a nation can crystallize, observed V. S. Pritchett. The Song of Roland is animated by the crusading spirit and fortified by national and religious propaganda. This edition features W. S. Merwin's glowing, lyrical translation.",Fiction,http://books.google.com/books?id=DyeNEAAAQBAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Archaeology of Anxiety,Galina Rylkova,http://books.google.com/books/content?id=dyZ4j7H-NPoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The ""Silver Age"" (c. 1890-1917) has been one of the most intensely studied topics in Russian literary studies, and for years scholars have been struggling with its precise definition. Firmly established in the Russian cultural psyche, it continues to influence both literature and mass media. The Archaeology of Anxiety is the first extended analysis of why the Silver Age occupies such prominence in Russian collective consciousness. Galina Rylkova examines the Silver Age as a cultural construct-the byproduct of an anxiety that permeated society in reaction to the social, political, and cultural upheavals brought on by the Bolshevik Revolution, the fall of the Romanovs, the Civil War, and Stalin's Great Terror. Rylkova's astute analysis of writings by Anna Akhmatova, Vladimir Nabokov, Boris Pasternak and Victor Erofeev reveals how the construct of the Silver Age was perpetuated and ingrained. Rylkova explores not only the Silver Age's importance to Russia's cultural identity but also the sustainability of this phenomenon. In so doing, she positions the Silver Age as an essential element to Russian cultural survival.",History,https://play.google.com/store/books/details?id=dyZ4j7H-NPoC&source=gbs_api
The Story of the Thirteen Colonies,Helene Adeline Guerber,http://books.google.com/books/content?id=A_pnvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",finance,http://books.google.com/books?id=A_pnvQEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
A Daughter of the Middle Border,Hamlin Garland,http://books.google.com/books/content?id=mi9kvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",finance,http://books.google.com/books?id=mi9kvgAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
Introduction to the Study of the Law of the Constitution,Dicey Albert Venn,http://books.google.com/books/content?id=4GlBxAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",History,http://books.google.com/books?id=4GlBxAEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
GENEALOGY OF THE CUTTS FAMILY,Cecil Hampden Cutts B. 1862 Howard,http://books.google.com/books/content?id=lBQivgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,History,http://books.google.com/books?id=lBQivgAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
PLATED CITY,Bliss 1860-1954 Perry,http://books.google.com/books/content?id=KSkuvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,History,http://books.google.com/books?id=KSkuvgAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
"The Rover Boys Out West. Or, the Search for a Lost Mine",Arthur M Winfield,http://books.google.com/books/content?id=N8Z-AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,Literary Collections,http://books.google.com/books?id=N8Z-AAAACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Fruits of America,C M 1810-1887 Hovey,http://books.google.com/books/content?id=fturvQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",finance,http://books.google.com/books?id=fturvQEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Negro Problem,Booker T. Washington,http://books.google.com/books/content?id=78iNzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This interesting collection of articles by leading African American citizens was published at the beginning of the 20th century. Looking back at this synopsis of African American affairs one can get a good sense of both the progress made and the problems yet to be overcome, some of which have still not been fully addressed. Among the issues discussed are Booker T. Washington's stress on industrial education for black Americans, W. E. B. Du Bois's concept of ""The Talented Tenth,"" disenfranchisement of blacks, the law and African Americans, real versus perceived characteristics of people of color, and outstanding representative black Americans.",African Americans,http://books.google.com/books?id=78iNzQEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Tower of Songs,Casey Barrett,http://books.google.com/books/content?id=nDpLEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""Embracing an improbable stretch of sobriety, unlicensed P.I. Duck Darley has proven himself stronger than the temptations that loom in the shadows of New York City. But the familiar pull of self-destruction lingers like garbage in July when Layla Soto, a sharp-tongued Park Avenue teenager with a family as screwed up as his own, presents a twisted missing-persons case he can't refuse. Layla saw video evidence of her billionaire father being abducted from their home--at the top of the tallest residential tower on earth of Espects her grandmother, a Chinese social climber on husband number three, orchestrated the act to silence her only son. Duck agrees to investigate the hedge funder's disappearance, if only for the rush of a new thrill--and an excuse to reconcile with Cass Kimball, his leather-clad sometime partner who nearly got him killed. As the unlikely duo become immersed in a high-stakes ransom linked to the international drug trade and the delicate relations between the two most powerful nations on earth, survival means trusting no one. Because when confronting absolute power, certain forces will stop at nothing to bury the truth.""--Provided by publisher.",Fiction,http://books.google.com/books?id=nDpLEAAAQBAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Baptist Health Care Journey to Excellence,Al Stubblefield,http://books.google.com/books/content?id=CXaMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"An insider's look at corporate culture at one of Fortune’s Top 100 Best Companies to Work for in America A business can purchase, imitate, or replicate most of its elements, but when a business places its competitive advantage with its people, it can become the market leader. The Baptist Health Care Journey to Excellence illustrates how Baptist Health Care went from a customer satisfaction rating of less than 20 percent to being consistently ranked in the 99 percent range. Written by the man who made it happen, this book sets benchmarks and best practices for organizations to measure themselves against by creating a service-centered culture that cares first and foremost about customer satisfaction. ""This crystal-clear book offers to any who will listen invaluable, detailed guidance on how and why to move toward a true culture of excellence in hospital care. It isn't easy, but, as their results show, it's a journey well worth taking."" —Donald M. Berwick, MD, president and CEO, Institute for Healthcare Improvement The Baptist Health Care Journey to Excellence presents tested principles and best practices to help improve your corporate culture and customer satisfaction, which will lead to loyalty, stability, sustained productivity, and profitability in your own organization. Order your copy today!",Business & Economics,http://books.google.com/books?id=CXaMDwAAQBAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
"Reports of Experiments with Small Arms for the Military Services, by Officers of the Ordnance Department, U.S. Army",United States Army Ordnance Dept,http://books.google.com/books/content?id=N4bnjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",finance,http://books.google.com/books?id=N4bnjwEACAAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Rocky Road to Romance,Janet Evanovich,http://books.google.com/books/content?id=rHB952N_h7AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"“[Evanovich] is funny and ceaselessly inventive."" —Los Angeles Times Book Review “Do yourself a favor and read this one.” —Washington Post The author of so many spectacularly successful mystery novels featuring the inimitable Stephanie Plum, #1 New York Times bestselling author Janet Evanovich displays a more playfully romantic side with The Rocky Road to Romance. Evanovich delights with a classic, pre-Plum contemporary romance novel that’s sure to please—a lighthearted tale of three-way love affair involving a radio “dog lady”-turned-traffic reporter, her handsome program director, and a huge couch potato canine named Bob.",Fiction,https://play.google.com/store/books/details?id=rHB952N_h7AC&source=gbs_api
Tribes of the Chrysalis,Tony Ward,http://books.google.com/books/content?id=w4UfEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Tribes of the Chrysalis: A Crowning of Thorns is a spiritual novel based on real experiences in the mountains above Sedona, Arizona. Men of all ages met and discussed and helped each other learn from where they came from, their wounds, and their healing over a three-day period of spiritual ceremony.","Body, Mind & Spirit",http://books.google.com/books?id=w4UfEAAAQBAJ&dq=the&hl=&as_pt=BOOKS&source=gbs_api
The Everything Family Tree Book,Kimberly Powell,http://books.google.com/books/content?id=pwjtDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Completely updated for today's search tactics and blockades, The Everything Family Tree Book has even more insight for the stumped! Whether you're searching in a grandparent's attic or through the most cryptic archiving systems, this book has brand-new chapters on what readers have been asking for: Genetics, DNA, and medical information Surname origins and naming Appendix on major genealogical repositories, libraries, and archives Systems for filing and organizing The latest computer software Land, probate, and estate records Chock-full of tips the competitors don't have, this is the one-stop resource for successful sleuthing!",Reference,https://play.google.com/store/books/details?id=pwjtDQAAQBAJ&source=gbs_api
"The Holy Bible: Book of Job, Psalms, Proverbs, Ecclesiastes, and Song of Solomon",,http://books.google.com/books/content?id=jNqFYgLvgLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,Bible,https://play.google.com/store/books/details?id=jNqFYgLvgLYC&source=gbs_api
